LINK,A,B,a0,a1,a2,a3,a4
50371,23687,31237,18.2112447078,0.0,0.0,0.0,4.16352188107e-12
50372,23687,23498,34.1536126784,0.0,0.0,0.0,7.80832480073e-12
50373,23688,24311,27.9721965087,0.0,0.0,0.0,6.39510665494e-12
50374,23688,24310,9.28350444033,0.0,0.0,0.0,2.1224289987e-12
50375,23688,23687,52.4915407713,0.0,0.0,0.0,1.20008095042e-11
50376,23689,25004,5.78541775379,0.0,0.0,0.0,2.11868325945e-12
50377,23689,23548,12.5614394013,0.0,0.0,0.0,4.6001364995e-12
50378,23689,23486,32.5745942288,0.0,0.0,0.0,1.19291726912e-11
50379,23690,23161,10.007478266,0.0,0.0,0.0,1.5011217399e-12
50380,23690,23691,38.5324178418,0.0,0.0,0.0,8.8094233749e-12
50381,23690,29309,13.5676148838,0.0,0.0,0.0,2.03514223257e-12
50382,23691,24856,9.83446481746,0.0,0.0,0.0,2.24839159064e-12
50383,23691,27004,10.8620384969,0.0,0.0,0.0,2.48331927226e-12
50384,23692,23693,24.7014788353,0.0,0.0,0.0,5.6473431265e-12
50385,23692,23810,35.6585151027,0.0,0.0,0.0,8.15238113916e-12
50386,23693,23694,24.8149138646,0.0,0.0,0.0,5.67327706096e-12
50387,23693,23811,35.7025756394,0.0,0.0,0.0,8.16245442145e-12
50388,23693,26111,1.3770185041,0.0,0.0,0.0,3.1481904529e-13
50389,23694,25475,20.7396991059,0.0,0.0,0.0,3.11095486588e-12
50390,23694,26110,0.995658477167,0.0,0.0,0.0,1.49348771575e-13
50391,23694,23812,23.868808139,0.0,0.0,0.0,5.45697488318e-12
50392,23695,25475,1.91164471503,0.0,0.0,0.0,4.37047259953e-13
50393,23695,26110,20.0440266563,0.0,0.0,0.0,3.00660399844e-12
50394,23695,24860,30.3287589463,0.0,0.0,0.0,6.93387264434e-12
50395,23696,30183,0.779572239889,0.0,0.0,0.0,1.16935835983e-13
50396,23696,24809,19.9378757835,0.0,0.0,0.0,4.55827064095e-12
50397,23697,29887,1.86553395296,0.0,0.0,0.0,6.83178937853e-13
50398,23697,27193,5.71137804194,0.0,0.0,0.0,8.5670670629e-13
50399,23698,23697,16.4506270627,0.0,0.0,0.0,2.46759405941e-12
50400,23698,25461,2.71755392446,0.0,0.0,0.0,9.95197970383e-13
50401,23699,26856,2.67548230927,0.0,0.0,0.0,9.79790884741e-13
50402,23699,30188,21.8918695365,0.0,0.0,0.0,3.28378043048e-12
50403,23700,25231,2.17435091473,0.0,0.0,0.0,3.2615263721e-13
50404,23700,26377,2.71803579588,0.0,0.0,0.0,4.07705369382e-13
50405,23701,31104,4.91605504003,0.0,0.0,0.0,7.37408256004e-13
50406,23701,24246,2.03021663712,0.0,0.0,0.0,4.64155609766e-13
50407,23702,28335,0.870380078283,0.0,0.0,0.0,1.30557011742e-13
50408,23702,25203,24.9636728342,0.0,0.0,0.0,5.70728688483e-12
50409,23703,24394,1.97545555256,0.0,0.0,0.0,2.96318332883e-13
50410,23703,23702,34.872848832,0.0,0.0,0.0,5.2309273248e-12
50411,23704,27300,1.11240368235,0.0,0.0,0.0,2.54321829528e-13
50412,23704,27653,2.76228416113,0.0,0.0,0.0,4.1434262417e-13
50413,23705,26482,1.32640816417,0.0,0.0,0.0,1.98961224625e-13
50414,23705,27662,16.1511919358,0.0,0.0,0.0,2.42267879037e-12
50415,23706,25746,2.37692786071,0.0,0.0,0.0,5.43422007479e-13
50416,23706,25803,31.1742296776,0.0,0.0,0.0,4.67613445163e-12
50417,23707,23659,29.159777783,0.0,0.0,0.0,4.37396666745e-12
50418,23707,25245,22.0997563584,0.0,0.0,0.0,8.09317249452e-12
50419,23707,24849,1.61891473968,0.0,0.0,0.0,3.70122254156e-13
50420,23708,25990,1.85281652781,0.0,0.0,0.0,4.23597742983e-13
50421,23708,26119,38.2698998848,0.0,0.0,0.0,5.74048498271e-12
50422,23709,25989,1.9071515806,0.0,0.0,0.0,4.36020022999e-13
50423,23709,23708,36.8119447324,0.0,0.0,0.0,5.52179170986e-12
50424,23709,24037,18.6839055399,0.0,0.0,0.0,4.27158334245e-12
50425,23710,25833,0.670437029407,0.0,0.0,0.0,1.00565554411e-13
50426,23710,22301,16.1965314217,0.0,0.0,0.0,1.51842482078e-13
50427,23711,25038,44.2856233792,0.0,0.0,0.0,1.01247424278e-11
50428,23711,31131,10.619076714,0.0,0.0,0.0,2.42777245405e-12
50429,23712,26037,2.42305627153,0.0,0.0,0.0,5.53968054763e-13
50430,23712,23713,4.6884723346,0.0,0.0,0.0,1.0718958241e-12
50431,23713,23712,4.6884723346,0.0,0.0,0.0,1.0718958241e-12
50432,23713,24406,6.29636290548,0.0,0.0,0.0,2.30579696246e-12
50433,23713,23714,23.1033961516,0.0,0.0,0.0,5.28198357374e-12
50434,23714,23715,11.9182867363,0.0,0.0,0.0,2.72480263747e-12
50435,23714,24242,22.8911149467,0.0,0.0,0.0,8.38297666504e-12
50436,23714,24241,12.1676209823,0.0,0.0,0.0,4.45591588706e-12
50437,23714,23713,23.1033961516,0.0,0.0,0.0,5.28198357374e-12
50438,23715,23714,11.9182867363,0.0,0.0,0.0,2.72480263747e-12
50439,23715,23716,11.9557133161,0.0,0.0,0.0,2.73335924009e-12
50440,23715,24876,22.8587060073,0.0,0.0,0.0,8.37110815698e-12
50441,23715,24407,12.1510046883,0.0,0.0,0.0,4.44983081846e-12
50442,23716,23715,11.9557133161,0.0,0.0,0.0,2.73335924009e-12
50443,23716,23763,22.8269099944,0.0,0.0,0.0,8.35946410929e-12
50444,23716,28833,3.90449926085,0.0,0.0,0.0,8.92661010711e-13
50445,23716,23762,12.1339229339,0.0,0.0,0.0,4.44357529316e-12
50446,23717,29662,1.36262205272,0.0,0.0,0.0,1.27745817443e-14
50447,23717,25902,1.57193171594,0.0,0.0,0.0,3.59380822117e-13
50448,23717,28834,2.53009765207,0.0,0.0,0.0,5.78440249672e-13
50449,23718,24423,7.26682370469,0.0,0.0,0.0,2.66119032154e-12
50450,23719,24624,9.85124160231,0.0,0.0,0.0,3.60763242272e-12
50451,23720,23721,12.732714374,0.0,0.0,0.0,4.66285926783e-12
50452,23720,24496,20.4399117801,0.0,0.0,0.0,4.6730479607e-12
50453,23720,24497,10.1692586322,0.0,0.0,0.0,2.32493338643e-12
50454,23721,23722,12.9627027987,0.0,0.0,0.0,4.74708354444e-12
50455,23721,23720,12.732714374,0.0,0.0,0.0,4.66285926783e-12
50456,23721,24739,12.6661372041,0.0,0.0,0.0,4.63847798e-12
50457,23721,24738,25.5908086366,0.0,0.0,0.0,9.37163402219e-12
50458,23722,23450,12.9566346478,0.0,0.0,0.0,4.74486132121e-12
50459,23722,23721,12.9627027987,0.0,0.0,0.0,4.74708354444e-12
50460,23722,24902,10.1906404868,0.0,0.0,0.0,3.73192400641e-12
50461,23722,24753,20.3880227397,0.0,0.0,0.0,7.46631692128e-12
50462,23723,23724,23.9425027429,0.0,0.0,0.0,8.76800637559e-12
50463,23723,26066,12.0681831768,0.0,0.0,0.0,4.41950067509e-12
50464,23723,24057,26.7929685276,0.0,0.0,0.0,9.8118781229e-12
50465,23723,24056,20.4462570941,0.0,0.0,0.0,7.48764297879e-12
50466,23724,24222,62.0405619192,0.0,0.0,0.0,2.27199323435e-11
50467,23724,23723,23.9425027429,0.0,0.0,0.0,8.76800637559e-12
50468,23724,27137,28.1206543386,0.0,0.0,0.0,1.02980911884e-11
50469,23725,23718,10.0519840622,0.0,0.0,0.0,3.68114650716e-12
50470,23726,23727,33.9730402518,0.0,0.0,0.0,7.76704166707e-12
50471,23726,24124,26.211874663,0.0,0.0,0.0,5.99265538705e-12
50472,23726,23998,28.8385763025,0.0,0.0,0.0,4.32578644537e-12
50473,23726,23826,28.6910418872,0.0,0.0,0.0,4.30365628308e-12
50474,23727,25047,10.7379039454,0.0,0.0,0.0,2.45493917362e-12
50475,23727,23728,16.6618367761,0.0,0.0,0.0,3.80929052953e-12
50476,23727,23726,33.9730402518,0.0,0.0,0.0,7.76704166707e-12
50477,23727,25046,43.0253588329,0.0,0.0,0.0,9.83661610262e-12
50478,23728,23729,49.3230315712,0.0,0.0,0.0,1.12764132536e-11
50479,23728,23727,16.6618367761,0.0,0.0,0.0,3.80929052953e-12
50480,23728,23929,34.3638091477,0.0,0.0,0.0,7.85638069219e-12
50481,23728,23930,8.61616207344,0.0,0.0,0.0,1.96985872735e-12
50482,23729,23730,24.7829315284,0.0,0.0,0.0,5.66596514138e-12
50483,23729,23728,49.3230315712,0.0,0.0,0.0,1.12764132536e-11
50484,23729,30147,9.80976143173,0.0,0.0,0.0,2.24274381155e-12
50485,23729,24775,42.9702332577,0.0,0.0,0.0,9.82401309046e-12
50486,23730,23729,24.7829315284,0.0,0.0,0.0,5.66596514138e-12
50487,23730,24901,10.7428587708,0.0,0.0,0.0,2.45607196407e-12
50488,23730,23731,24.7307084972,0.0,0.0,0.0,5.65402571951e-12
50489,23730,24900,43.0109053718,0.0,0.0,0.0,9.83331169909e-12
50490,23731,23730,24.7307084972,0.0,0.0,0.0,5.65402571951e-12
50491,23731,23732,24.7802507944,0.0,0.0,0.0,5.6653522621e-12
50492,23731,25002,8.62183434506,0.0,0.0,0.0,1.97115554299e-12
50493,23731,27010,34.3882868365,0.0,0.0,0.0,7.86197687163e-12
50494,23732,24319,10.7794557862,0.0,0.0,0.0,2.46443890859e-12
50495,23732,23733,24.7242240699,0.0,0.0,0.0,5.65254322585e-12
50496,23732,23731,24.7802507944,0.0,0.0,0.0,5.6653522621e-12
50497,23732,24318,43.0004413141,0.0,0.0,0.0,9.83091936766e-12
50498,23733,23732,24.7242240699,0.0,0.0,0.0,5.65254322585e-12
50499,23733,24207,7.19679487628,0.0,0.0,0.0,1.07951923144e-12
50500,23733,24206,28.2614145752,0.0,0.0,0.0,4.23921218628e-12
50501,23734,31145,20.0084029735,0.0,0.0,0.0,4.57439482705e-12
50502,23734,31146,0.958164235766,0.0,0.0,0.0,2.19059038812e-13
50503,23734,24809,22.3065691016,0.0,0.0,0.0,5.09981003695e-12
50504,23735,23736,42.8620991151,0.0,0.0,0.0,1.56965695002e-11
50505,23735,27028,20.9864150809,0.0,0.0,0.0,4.79799155941e-12
50506,23735,23231,23.095576826,0.0,0.0,0.0,5.28019589072e-12
50507,23736,23554,17.2930352837,0.0,0.0,0.0,6.33289866346e-12
50508,23736,23735,42.8620991151,0.0,0.0,0.0,1.56965695002e-11
50509,23736,24287,31.628675802,0.0,0.0,0.0,7.23106442662e-12
50510,23736,23232,31.983716615,0.0,0.0,0.0,7.31223516574e-12
50511,23737,26647,9.31749751237,0.0,0.0,0.0,3.41216949916e-12
50512,23737,23554,29.4313434886,0.0,0.0,0.0,1.07780798908e-11
50513,23737,24288,30.3115051082,0.0,0.0,0.0,6.92992800828e-12
50514,23737,23234,31.8601565718,0.0,0.0,0.0,7.2839864133e-12
50515,23738,22878,31.7564346887,0.0,0.0,0.0,7.26027313414e-12
50516,23739,29815,62.1297293313,0.0,0.0,0.0,1.42043276935e-11
50517,23739,23740,60.0457902864,0.0,0.0,0.0,1.37278898689e-11
50518,23739,24395,91.7640277229,0.0,0.0,0.0,3.36049906212e-11
50519,23740,23741,55.3541139246,0.0,0.0,0.0,2.02712819548e-11
50520,23740,23741,22.9123768683,0.0,0.0,0.0,5.23831204122e-12
50521,23740,23739,60.0457902864,0.0,0.0,0.0,1.37278898689e-11
50522,23741,23740,55.3541139246,0.0,0.0,0.0,2.02712819548e-11
50523,23741,23740,22.9123768683,0.0,0.0,0.0,5.23831204122e-12
50524,23741,30933,7.48360534504,0.0,0.0,0.0,1.71092943417e-12
50525,23742,30095,1.09964906855,0.0,0.0,0.0,4.02703516314e-13
50526,23742,23743,55.3590383543,0.0,0.0,0.0,2.02730853348e-11
50527,23742,29800,7.38981625179,0.0,0.0,0.0,1.10847243777e-12
50528,23743,23742,55.3590383543,0.0,0.0,0.0,2.02730853348e-11
50529,23744,26055,29.440978927,0.0,0.0,0.0,6.73090510447e-12
50530,23744,23501,9.64922947907,0.0,0.0,0.0,2.20604240491e-12
50531,23744,26259,45.4811828228,0.0,0.0,0.0,1.03980756339e-11
50532,23745,23746,96.4706934646,0.0,0.0,0.0,2.20554854743e-11
50533,23745,24561,90.0873964975,0.0,0.0,0.0,2.05961125966e-11
50534,23745,24137,70.0256638132,0.0,0.0,0.0,1.60095253345e-11
50535,23745,24337,35.2599852937,0.0,0.0,0.0,8.06126778548e-12
50536,23746,23745,96.4706934646,0.0,0.0,0.0,2.20554854743e-11
50537,23746,24137,31.417300699,0.0,0.0,0.0,1.15053591427e-11
50538,23746,24559,54.4877953891,0.0,0.0,0.0,1.24572005919e-11
50539,23747,24215,5.20001725079,0.0,0.0,0.0,1.18884710809e-12
50540,23748,23749,2.6682230547,0.0,0.0,0.0,4.00233458205e-13
50541,23748,28209,4.65090178127,0.0,0.0,0.0,6.97635267191e-13
50542,23749,28208,1.40185057535,0.0,0.0,0.0,3.20496244936e-13
50543,23749,28159,1.6947859792,0.0,0.0,0.0,2.5421789688e-13
50544,23749,28209,4.88889943424,0.0,0.0,0.0,1.11771820627e-12
50545,23750,28167,1.4150588811,0.0,0.0,0.0,3.23515976473e-13
50546,23750,28200,26.2239000065,0.0,0.0,0.0,3.93358500098e-12
50547,23750,31213,52.5320110621,0.0,0.0,0.0,1.20100619712e-11
50548,23751,28197,1.05752199344,0.0,0.0,0.0,1.58628299016e-13
50549,23751,28161,2.93660625704,0.0,0.0,0.0,4.40490938557e-13
50550,23752,28174,14.6266833133,0.0,0.0,0.0,2.194002497e-12
50551,23752,23782,35.6145149548,0.0,0.0,0.0,8.1423216632e-12
50552,23753,24400,48.5726088421,0.0,0.0,0.0,1.11048488436e-11
50553,23753,23754,24.7925561124,0.0,0.0,0.0,3.71888341685e-12
50554,23754,24400,77.1251781833,0.0,0.0,0.0,1.76326424745e-11
50555,23754,23755,30.3483133813,0.0,0.0,0.0,4.55224700719e-12
50556,23755,30010,1.22000589515,0.0,0.0,0.0,1.83000884273e-13
50557,23755,24905,15.4071856931,0.0,0.0,0.0,3.522447575e-12
50558,23756,30568,2.03533424803,0.0,0.0,0.0,3.05300137205e-13
50559,23756,26144,34.6087873571,0.0,0.0,0.0,5.19131810357e-12
50560,23757,28178,4.15208505211,0.0,0.0,0.0,6.22812757816e-13
50561,23757,28157,1.27352151537,0.0,0.0,0.0,1.91028227305e-13
50562,23757,29956,2.49331049037,0.0,0.0,0.0,5.7002983319e-13
50563,23758,25804,19.3197283468,0.0,0.0,0.0,2.89795925201e-12
50564,23758,23705,2.12543732008,0.0,0.0,0.0,3.18815598011e-13
50565,23759,27605,2.03591273549,0.0,0.0,0.0,3.05386910324e-13
50566,23759,27633,1.87404805005,0.0,0.0,0.0,2.81107207508e-13
50567,23760,29716,1.18629967032,0.0,0.0,0.0,2.71216202633e-13
50568,23760,27623,29.6076341322,0.0,0.0,0.0,4.44114511983e-12
50569,23760,24661,37.0381859253,0.0,0.0,0.0,8.4678065673e-12
50570,23761,29085,50.5512508423,0.0,0.0,0.0,7.58268762634e-12
50571,23761,24271,25.4422456354,0.0,0.0,0.0,3.81633684531e-12
50572,23762,24407,11.9918189851,0.0,0.0,0.0,4.39153527288e-12
50573,23762,23716,12.1339229339,0.0,0.0,0.0,4.44357529316e-12
50574,23762,23443,39.3682254933,0.0,0.0,0.0,1.44170747656e-11
50575,23763,24876,11.9221390881,0.0,0.0,0.0,4.36601773245e-12
50576,23763,23764,18.7255116568,0.0,0.0,0.0,6.857487179e-12
50577,23763,23716,22.8269099944,0.0,0.0,0.0,8.35946410929e-12
50578,23764,24871,10.8686677414,0.0,0.0,0.0,3.98022500295e-12
50579,23764,26039,16.9583631859,0.0,0.0,0.0,6.21033808078e-12
50580,23764,23763,18.7255116568,0.0,0.0,0.0,6.857487179e-12
50581,23765,23766,13.1825075496,0.0,0.0,0.0,4.82757844835e-12
50582,23766,23767,15.9983410614,0.0,0.0,0.0,5.85876747856e-12
50583,23766,23765,13.1825075496,0.0,0.0,0.0,4.82757844835e-12
50584,23766,24887,10.6880394809,0.0,0.0,0.0,2.44353897597e-12
50585,23766,24473,20.3585886401,0.0,0.0,0.0,4.65445556471e-12
50586,23767,24376,20.1532522028,0.0,0.0,0.0,7.38034138285e-12
50587,23767,23768,6.62013742166,0.0,0.0,0.0,2.42436673156e-12
50588,23767,23766,15.9983410614,0.0,0.0,0.0,5.85876747856e-12
50589,23767,24377,3.17413110198,0.0,0.0,0.0,1.1624015266e-12
50590,23768,23767,6.62013742166,0.0,0.0,0.0,2.42436673156e-12
50591,23768,24377,6.57688531693,0.0,0.0,0.0,2.40852733774e-12
50592,23768,23769,20.1198797893,0.0,0.0,0.0,7.36812004004e-12
50593,23769,23768,20.1198797893,0.0,0.0,0.0,7.36812004004e-12
50594,23770,30082,30.1374848113,0.0,0.0,0.0,4.5206227217e-12
50595,23771,31043,1.03885366345,0.0,0.0,0.0,2.37506553144e-13
50596,23771,30594,16.4604258867,0.0,0.0,0.0,3.7632432297e-12
50597,23771,23772,47.8309640891,0.0,0.0,0.0,1.75162222006e-11
50598,23772,23771,47.8309640891,0.0,0.0,0.0,1.75162222006e-11
50599,23772,29514,4.27268159964,0.0,0.0,0.0,9.76836213909e-13
50600,23773,29893,1.25072733143,0.0,0.0,0.0,2.85945891959e-13
50601,23773,26088,70.4328884222,0.0,0.0,0.0,2.57932940999e-11
50602,23773,29842,15.063509794,0.0,0.0,0.0,3.44387512438e-12
50603,23774,24895,69.3093598351,0.0,0.0,0.0,1.58457612792e-11
50604,23774,30605,9.0047066951,0.0,0.0,0.0,2.0586892307e-12
50605,23775,25439,36.1192467818,0.0,0.0,0.0,1.32272632258e-11
50606,23776,23226,35.2769214924,0.0,0.0,0.0,1.29187944918e-11
50607,23776,30628,47.7931512325,0.0,0.0,0.0,1.09266463723e-11
50608,23776,23957,36.8549757202,0.0,0.0,0.0,8.42592037498e-12
50609,23777,25505,9.38673030858,0.0,0.0,0.0,2.14602887713e-12
50610,23777,25219,9.09829664887,0.0,0.0,0.0,1.36474449733e-12
50611,23777,26510,4.65638498305,0.0,0.0,0.0,6.98457747457e-13
50612,23778,24696,37.0823847976,0.0,0.0,0.0,8.47791147636e-12
50613,23778,23779,37.2298611192,0.0,0.0,0.0,8.5116280565e-12
50614,23778,24697,76.0939854846,0.0,0.0,0.0,1.73968873993e-11
50615,23779,25909,67.5091768696,0.0,0.0,0.0,2.47225989513e-11
50616,23779,23780,34.2156563806,0.0,0.0,0.0,7.82250946058e-12
50617,23779,23778,37.2298611192,0.0,0.0,0.0,8.5116280565e-12
50618,23780,25909,16.9483299334,0.0,0.0,0.0,3.87478965098e-12
50619,23780,23779,34.2156563806,0.0,0.0,0.0,7.82250946058e-12
50620,23780,23781,14.5588612966,0.0,0.0,0.0,5.33161424435e-12
50621,23781,29426,40.7340168734,0.0,0.0,0.0,9.3127610593e-12
50622,23781,24215,127.999891228,0.0,0.0,0.0,2.92638068651e-11
50623,23781,23780,14.5588612966,0.0,0.0,0.0,5.33161424435e-12
50624,23782,26542,1.54202466546,0.0,0.0,0.0,3.52543362017e-13
50625,23782,23752,35.6145149548,0.0,0.0,0.0,8.1423216632e-12
50626,23782,24896,31.4140347381,0.0,0.0,0.0,4.71210521071e-12
50627,23783,28058,1.35088947299,0.0,0.0,0.0,2.02633420949e-13
50628,23783,27118,3.09757868344,0.0,0.0,0.0,4.64636802516e-13
50629,23783,26181,4.18698597647,0.0,0.0,0.0,3.92529935294e-14
50630,23784,30989,9.90946993776,0.0,0.0,0.0,9.29012806665e-14
50631,23785,28068,7.48235005207,0.0,0.0,0.0,1.71064244446e-12
50632,23785,26532,8.31495244279,0.0,0.0,0.0,1.90099507151e-12
50633,23785,23786,30.4619785018,0.0,0.0,0.0,6.96432979007e-12
50634,23786,28066,4.24565467681,0.0,0.0,0.0,9.70657219206e-13
50635,23786,26405,2.76595499965,0.0,0.0,0.0,6.3236282571e-13
50636,23786,23785,30.4619785018,0.0,0.0,0.0,6.96432979007e-12
50637,23787,23788,8.20498933583,0.0,0.0,0.0,1.87585490074e-12
50638,23787,26405,61.1743110757,0.0,0.0,0.0,1.39858964508e-11
50639,23787,24109,14.4840834724,0.0,0.0,0.0,3.31140454331e-12
50640,23788,23787,8.20498933583,0.0,0.0,0.0,1.87585490074e-12
50641,23788,26273,34.6947079502,0.0,0.0,0.0,7.93203199592e-12
50642,23788,30304,37.9792070673,0.0,0.0,0.0,8.68294628883e-12
50643,23789,30304,4.01785522026,0.0,0.0,0.0,9.18576867914e-13
50644,23790,28061,1.92047885446,0.0,0.0,0.0,2.88071828169e-13
50645,23790,30303,1.22684517633,0.0,0.0,0.0,2.80485865645e-13
50646,23790,23789,5.0709633024,0.0,0.0,0.0,1.15934231879e-12
50647,23791,28304,1.85135550785,0.0,0.0,0.0,4.23263719215e-13
50648,23791,28306,9.29845230681,0.0,0.0,0.0,1.39476784602e-12
50649,23792,28301,1.59348091362,0.0,0.0,0.0,3.64307479109e-13
50650,23792,23840,46.053063887,0.0,0.0,0.0,1.05288211904e-11
50651,23792,23791,12.8265935404,0.0,0.0,0.0,1.92398903106e-12
50652,23793,28299,1.12662495441,0.0,0.0,0.0,1.68993743161e-13
50653,23793,26781,33.5873301464,0.0,0.0,0.0,5.03809952196e-12
50654,23794,28296,1.3554443566,0.0,0.0,0.0,2.0331665349e-13
50655,23794,23793,16.1977886116,0.0,0.0,0.0,2.42966829174e-12
50656,23795,23794,1.20073396993,0.0,0.0,0.0,1.80110095489e-13
50657,23795,26464,39.3962128821,0.0,0.0,0.0,5.90943193232e-12
50658,23796,28295,1.91435040861,0.0,0.0,0.0,4.37665845589e-13
50659,23796,28473,3.74503015115,0.0,0.0,0.0,8.56202595142e-13
50660,23796,28482,2.97840308911,0.0,0.0,0.0,4.46760463367e-13
50661,23797,30572,19.8131880994,0.0,0.0,0.0,2.97197821492e-12
50662,23797,23391,25.4109312034,0.0,0.0,0.0,5.80954074151e-12
50663,23798,2309,2.1741503127,0.0,0.0,0.0,7.96197624278e-13
50664,23798,23797,21.1501493887,0.0,0.0,0.0,3.1725224083e-12
50665,23799,2304,1.4994836758,0.0,0.0,0.0,3.42817484178e-13
50666,23799,23390,30.7928263124,0.0,0.0,0.0,7.03996943586e-12
50667,23799,23798,24.3669932061,0.0,0.0,0.0,3.65504898091e-12
50668,23800,26084,3.31949045212,0.0,0.0,0.0,7.5891414086e-13
50669,23800,24250,114.968478417,0.0,0.0,0.0,2.62845172422e-11
50670,23800,23891,33.5306686431,0.0,0.0,0.0,7.66590503958e-12
50671,23800,23890,29.1462950412,0.0,0.0,0.0,6.66353338847e-12
50672,23801,24825,43.8410030837,0.0,0.0,0.0,1.60550548402e-11
50673,23801,24824,40.253774923,0.0,0.0,0.0,1.47413726525e-11
50674,23801,23456,24.2184995202,0.0,0.0,0.0,5.53692261549e-12
50675,23801,23802,26.9857308172,0.0,0.0,0.0,6.16957723301e-12
50676,23802,24824,32.4081009284,0.0,0.0,0.0,7.40925947152e-12
50677,23802,23801,26.9857308172,0.0,0.0,0.0,6.16957723301e-12
50678,23802,24882,13.7636705363,0.0,0.0,0.0,3.14670108283e-12
50679,23803,23804,8.93141816074,0.0,0.0,0.0,3.27078301785e-12
50680,23804,23805,11.5608369685,0.0,0.0,0.0,4.23370494451e-12
50681,23804,23803,8.93141816074,0.0,0.0,0.0,3.27078301785e-12
50682,23804,23864,16.9401736061,0.0,0.0,0.0,6.20367685771e-12
50683,23805,23806,14.5424028312,0.0,0.0,0.0,5.32558697431e-12
50684,23805,23804,11.5608369685,0.0,0.0,0.0,4.23370494451e-12
50685,23805,24044,18.2745596637,0.0,0.0,0.0,6.69234362684e-12
50686,23806,23805,14.5424028312,0.0,0.0,0.0,5.32558697431e-12
50687,23806,24656,13.5071107385,0.0,0.0,0.0,3.08804543633e-12
50688,23806,28657,8.47835169471,0.0,0.0,0.0,1.93835201068e-12
50689,23807,24203,10.0825707004,0.0,0.0,0.0,1.51238560506e-12
50690,23807,24198,9.72377176776,0.0,0.0,0.0,1.45856576516e-12
50691,23807,26011,21.2417659604,0.0,0.0,0.0,4.85637081856e-12
50692,23808,23807,33.95550717,0.0,0.0,0.0,7.7630331893e-12
50693,23808,23809,16.7320839261,0.0,0.0,0.0,3.82535069183e-12
50694,23808,25045,12.3787611991,0.0,0.0,0.0,2.8300780062e-12
50695,23809,23808,16.7320839261,0.0,0.0,0.0,3.82535069183e-12
50696,23809,23810,49.2332948005,0.0,0.0,0.0,1.12558973023e-11
50697,23809,23924,9.77606093515,0.0,0.0,0.0,2.23503907982e-12
50698,23809,23925,10.018389731,0.0,0.0,0.0,2.2904411822e-12
50699,23810,23811,24.8380126542,0.0,0.0,0.0,5.67855799136e-12
50700,23810,23809,49.2332948005,0.0,0.0,0.0,1.12558973023e-11
50701,23810,24773,12.6507444727,0.0,0.0,0.0,2.89225982458e-12
50702,23810,23692,35.6585151027,0.0,0.0,0.0,8.15238113916e-12
50703,23811,23810,24.8380126542,0.0,0.0,0.0,5.67855799136e-12
50704,23811,24281,37.2491437315,0.0,0.0,0.0,8.5160365184e-12
50705,23811,23693,35.7025756394,0.0,0.0,0.0,8.16245442145e-12
50706,23811,23812,24.6688940723,0.0,0.0,0.0,5.6398934779e-12
50707,23812,23694,23.868808139,0.0,0.0,0.0,5.45697488318e-12
50708,23812,24282,24.689662636,0.0,0.0,0.0,5.64464166347e-12
50709,23812,23811,24.6688940723,0.0,0.0,0.0,5.6398934779e-12
50710,23812,26104,24.7689959027,0.0,0.0,0.0,5.66277912728e-12
50711,23813,23814,23.2991205312,0.0,0.0,0.0,5.32673080275e-12
50712,23813,26105,20.3781616297,0.0,0.0,0.0,4.65893041375e-12
50713,23813,24995,12.3246284473,0.0,0.0,0.0,2.81770197698e-12
50714,23813,29749,35.791135781,0.0,0.0,0.0,8.1827013674e-12
50715,23814,30184,33.002486512,0.0,0.0,0.0,7.5451500942e-12
50716,23814,23674,5.99120768304,0.0,0.0,0.0,1.36973198058e-12
50717,23814,23813,23.2991205312,0.0,0.0,0.0,5.32673080275e-12
50718,23815,29887,28.0989494424,0.0,0.0,0.0,1.02901426181e-11
50719,23815,23816,21.3324470079,0.0,0.0,0.0,4.87710265384e-12
50720,23815,23674,27.1970129805,0.0,0.0,0.0,6.21788133984e-12
50721,23816,23817,53.1712914828,0.0,0.0,0.0,1.9471908502e-11
50722,23816,23817,28.2898880667,0.0,0.0,0.0,6.46773846975e-12
50723,23816,25461,28.1584449856,0.0,0.0,0.0,1.03119305367e-11
50724,23816,23815,21.3324470079,0.0,0.0,0.0,4.87710265384e-12
50725,23817,23816,53.1712914828,0.0,0.0,0.0,1.9471908502e-11
50726,23817,23816,28.2898880667,0.0,0.0,0.0,6.46773846975e-12
50727,23817,25449,37.8927621457,0.0,0.0,0.0,8.66318293225e-12
50728,23818,26865,1.79407615772,0.0,0.0,0.0,4.1016830309e-13
50729,23818,24529,22.7939339129,0.0,0.0,0.0,3.41909008693e-12
50730,23818,25218,79.4888340952,0.0,0.0,0.0,1.81730302001e-11
50731,23819,26695,22.7970975831,0.0,0.0,0.0,8.3485464782e-12
50732,23819,30307,2.53938803144,0.0,0.0,0.0,9.2995167167e-13
50733,23819,30307,2.66587652103,0.0,0.0,0.0,9.76273140026e-13
50734,23820,30264,1.49204389397,0.0,0.0,0.0,3.41116573838e-13
50735,23820,28468,29.3795406854,0.0,0.0,0.0,6.71685886725e-12
50736,23821,28237,4.84151463811,0.0,0.0,0.0,7.26227195716e-13
50737,23821,28230,3.57619821002,0.0,0.0,0.0,5.36429731503e-13
50738,23822,22041,1.26335254582,0.0,0.0,0.0,2.88832315003e-13
